origin_denosing_value,attack_denosing_value,origin_pca_value,attack_pca_value,origin_OPA2D_value,attack_OPA2D_value
0.0,0.0,0.0,0.0,0,0
0.94560975,0.95028967,0.15160733,0.7973226,0,0
0.03769988,0.80470186,2.7298927e-05,0.81404734,0,0
0.0,0.0036540627,0.00033783913,0.99546516,0,0
0.9907427,0.95689476,1.1920929e-07,0.0007444024,0,0
0.45337415,0.755118,0.5312729,0.49497575,0,0
0.20405436,0.98716724,0.9552553,0.00022232533,0,0
0.0,0.0,0.0,0.0,0,0
0.05332309,0.98462427,0.052972615,0.933301,0,0
0.0001283884,0.00030350685,2.3841858e-07,3.5762787e-07,0,0
0.003978491,0.47181463,9.775162e-06,0.4796,0,0
1.6212463e-05,0.61361843,2.2172928e-05,0.5203271,0,0
0.00014936924,9.4890594e-05,0.0,0.0,0,0
0.29855806,0.32962692,0.0017828941,0.52777696,0,0
0.0,4.053116e-05,2.3841858e-07,0.0003889203,0,0
0.9978546,0.95652354,0.00017112494,0.45101637,0,0
1.1920929e-07,5.4836273e-06,0.0,0.0077010393,0,0
0.030944467,0.58033055,0.0001654625,0.59435576,0,0
0.03649944,0.88200784,0.0029175878,0.095226586,0,0
0.90775555,0.97334015,0.20408922,0.79686177,0,0
0.9998335,0.26653272,1.9073486e-06,0.5351665,0,0
0.9273725,0.9147025,0.0,0.016503572,0,0
1.1920929e-07,2.6464462e-05,0.0042250752,0.0022332668,0,0
7.987022e-06,6.54459e-05,0.045850754,0.017498314,0,0
0.0021327734,0.0028324127,0.5323801,0.6132254,0,0
0.43795204,0.15939844,0.42933375,0.725649,0,0
0.00054115057,0.023282826,1.2040138e-05,0.024065912,0,0
7.271767e-05,0.01491636,4.7326088e-05,0.014999211,0,0
0.94938153,0.957923,0.09219009,0.9050339,0,0
5.2571297e-05,0.00024443865,1.3589859e-05,1.5974045e-05,0,0
0.0,6.03199e-05,0.0,5.9604645e-05,0,0
1.2993813e-05,1.847744e-05,0.0,1.1920929e-07,0,0
0.016697168,0.48378596,0.98628354,0.50342286,0,0
0.00034618378,0.9957409,6.3180923e-06,0.002202332,0,0
0.054856002,0.9104631,0.9914578,0.9711446,0,0
0.6564265,0.02197212,0.30054092,0.5366331,0,0
0.8884748,0.8987779,0.00068211555,0.0011008382,0,0
0.00028175116,0.00046432018,0.0038807988,0.0027837753,0,0
0.0014349818,0.0019510984,2.861023e-06,0.6216762,0,0
1.3113022e-06,0.0018363595,0.0005566478,0.18241483,0,0
0.93119174,0.5910693,5.4478645e-05,0.5911085,0,0
0.00917834,0.43143436,8.261204e-05,0.080878556,0,0
0.0,0.0007956624,1.3232231e-05,0.0007814765,0,0
0.0010309219,0.948218,2.503395e-06,0.94896895,0,0
0.0017492175,0.0021271706,4.053116e-06,1.1920929e-07,0,0
0.79573,0.7354122,0.0,3.6478043e-05,0,0
0.032740533,0.023181498,1.66893e-06,0.6964188,0,0
0.042164326,0.6162269,4.6491623e-06,0.6124207,0,0
0.00020092726,0.020663977,0.99999017,0.97836274,0,0
7.1525574e-07,0.1544376,0.0017347932,0.44805875,0,0
1.013279e-05,2.3841858e-07,1.1920929e-07,3.695488e-06,0,0
0.0,5.364418e-06,0.0,5.4836273e-06,0,0
4.7922134e-05,0.0024479628,1.001358e-05,0.0124005675,0,0
7.987022e-06,0.053374767,0.9940695,0.93972725,0,0
1.1920929e-07,0.039910913,7.18832e-05,0.039084136,0,0
0.001039803,0.51154417,0.35403693,0.45533553,0,0
0.78086394,0.641773,0.009548783,0.12763548,0,0
6.0796738e-06,0.00017660856,0.0003246069,0.0044745207,0,0
0.7206255,0.3132658,0.98459685,0.07676375,0,0
0.95932853,0.9822246,8.34465e-07,3.2305717e-05,0,0
0.06253612,0.4469696,0.0003606677,0.446561,0,0
0.99544626,0.5261642,7.033348e-06,0.52585554,0,0
0.9535679,0.9586454,0.0030407906,0.002550006,0,0
0.0,7.212162e-05,3.5762787e-07,0.045392573,0,0
0.38707203,0.22309792,0.052773178,0.76491326,0,0
0.99240524,0.85419637,2.3841858e-07,0.06459051,0,0
0.8186194,0.041413426,0.0039139986,0.53445804,0,0
0.0014747381,0.12634873,0.06813568,0.7047838,0,0
0.05628401,0.04794115,0.013578892,0.034242213,0,0
0.9751775,0.31802237,2.3841858e-07,0.63543695,0,0
0.99415153,0.81431735,0.00019776821,0.1784339,0,0
0.0010803938,0.28552288,0.65209734,0.43013903,0,0
0.015927136,0.45449838,0.013941765,0.46166673,0,0
0.028634071,0.01448983,0.0779323,0.32335967,0,0
0.32736182,0.17815924,1.1920929e-07,0.00015294552,0,0
0.9999921,0.9329158,8.821487e-06,0.06706005,0,0
0.16770929,0.36674434,0.00056916475,0.4251848,0,0
1.3709068e-05,6.556511e-06,0.00023299456,0.08743489,0,0
0.45809615,0.70889175,0.7011225,0.2102918,0,0
0.89889747,0.74873596,0.73611367,0.008124411,0,0
0.0,0.0044446588,0.0,0.0044446588,0,0
4.4107437e-06,0.10158253,2.7179718e-05,0.10100365,0,0
5.9604645e-07,0.0010893345,0.0055767894,0.012020707,0,0
1.1920929e-07,0.7349996,7.1525574e-07,0.73082906,0,0
0.00012671947,0.00011777878,1.5497208e-06,1.1086464e-05,0,0
0.5642032,0.5510446,2.9802322e-06,0.008726895,0,0
2.503395e-06,2.3841858e-06,0.0,1.4424324e-05,0,0
0.9907386,0.98866177,0.444229,0.9848193,0,0
0.42955607,0.31426042,2.3841858e-07,2.503395e-06,0,0
0.0,3.5762787e-07,0.0,3.5762787e-07,0,0
0.0014478564,0.006565094,0.7232174,0.4503383,0,0
0.47474998,0.37019455,2.3841858e-07,0.08380097,0,0
2.3841858e-07,1.1920929e-06,0.0,1.4305115e-06,0,0
0.8638523,0.8191242,3.0994415e-06,0.17250049,0,0
0.41627866,0.33744586,0.017354786,0.11013281,0,0
0.07895911,0.043536007,1.1920929e-07,0.03453964,0,0
0.00031244755,0.2932707,0.015917957,0.28553456,0,0
0.0,0.0,0.0,0.0,0,0
0.000603199,0.0004441142,0.0,9.8109245e-05,0,0
0.5667442,0.045615435,0.07482493,0.0089457035,0,0
0.045079827,0.18199855,0.0004826784,0.9866006,0,0
0.0008922219,0.0011997819,1.0728836e-06,0.00037705898,0,0
0.0,5.4001808e-05,8.34465e-07,3.4213066e-05,0,0
0.94788635,0.92254955,0.0,0.030887067,0,0
1.1920929e-07,9.846687e-05,0.39527255,0.8957636,0,0
0.9999923,0.7469162,0.00013899803,0.09270513,0,0
0.96390164,0.9993568,0.9649786,0.9995332,0,0
0.73297995,0.75813484,0.18204945,0.43282253,0,0
0.83233106,0.8552997,0.0033783913,0.01018101,0,0
0.98531353,0.9635241,0.00010716915,0.025855422,0,0
2.3722649e-05,1.6093254e-05,8.583069e-06,4.7683716e-07,0,0
1.1920929e-07,3.9815903e-05,1.1920929e-07,3.361702e-05,0,0
0.0010923147,0.91700953,0.20317864,0.0020145178,0,0
0.00012350082,0.349962,3.0994415e-06,0.35007083,0,0
0.0002822876,0.10306996,1.5854836e-05,0.25063592,0,0
2.3841858e-07,0.109644115,1.1920929e-07,0.5572536,0,0
2.0742416e-05,0.48413706,0.0007748604,0.45500767,0,0
0.00055605173,0.00015002489,6.4730644e-05,3.862381e-05,0,0
9.775162e-06,0.004668653,0.0,0.0046764016,0,0
0.0038872361,0.015221953,0.537458,0.6642983,0,0
0.968606,0.37081474,0.001445651,0.5943299,0,0
0.007983804,0.038022816,0.9942132,0.9976512,0,0
0.007550001,0.81708175,0.0008883476,0.8223341,0,0
0.004232824,0.38528505,6.2942505e-05,0.38685164,0,0
0.0,5.841255e-06,0.0,2.7418137e-06,0,0
5.9604645e-07,2.6226044e-06,4.7683716e-07,2.6226044e-06,0,0
2.503395e-06,2.503395e-06,0.0,0.0,0,0
2.2649765e-06,0.001228869,0.00046288967,0.00084102154,0,0
0.0,5.9604645e-07,4.7683716e-07,2.3841858e-07,0,0
0.00028210878,0.9178362,0.89228946,0.54115784,0,0
0.33610523,0.059693992,3.4570694e-05,0.5927375,0,0
0.99068266,0.9250402,0.9660951,0.93583435,0,0
0.0087227225,0.945698,0.118950486,0.9440706,0,0
0.0012025833,0.0010579228,2.5868416e-05,0.00024473667,0,0
5.9485435e-05,0.50783354,2.3841858e-07,0.5028583,0,0
0.8685019,0.34744585,0.00016236305,0.4901098,0,0
1.0609627e-05,0.00025492907,1.1920929e-06,0.00026458502,0,0
0.004594207,0.9452613,0.6690843,0.012491524,0,0
3.9339066e-06,0.0028027892,0.0011658072,0.0019960403,0,0
0.0024020076,0.07097399,0.00019723177,0.07318854,0,0
0.9729285,0.36736768,0.0005159974,0.60556144,0,0
6.914139e-06,1.04904175e-05,0.28206444,0.60490674,0,0
2.026558e-06,1.4305115e-06,0.013778031,0.020760655,0,0
2.3841858e-07,0.080950856,6.914139e-06,0.9110049,0,0
0.00084513426,0.55323726,0.99964297,0.5501983,0,0
0.0,1.1920929e-07,0.0,1.1920929e-07,0,0
1.1920929e-07,3.6239624e-05,1.1920929e-07,3.6239624e-05,0,0
0.00022906065,0.000220716,2.3841858e-07,0.0,0,0
0.0003527403,0.000359416,0.0,2.6226044e-06,0,0
0.01482445,0.7694699,0.0025730133,0.81264526,0,0
0.001801312,0.8308933,4.518032e-05,0.83095163,0,0
4.1246414e-05,1.2993813e-05,1.1920929e-07,2.1219254e-05,0,0
1.9073486e-06,0.7827444,2.2649765e-06,0.75842905,0,0
0.000195086,0.005597532,0.0,0.015688598,0,0
2.1100044e-05,1.2040138e-05,0.5255262,0.95676374,0,0
0.0,1.1920929e-07,1.0728836e-06,2.18153e-05,0,0
0.016938806,0.7980196,4.6610832e-05,0.8036133,0,0
4.529953e-06,1.5497208e-06,2.3841858e-07,4.529953e-06,0,0
0.99864286,0.11010057,0.002407074,0.7876706,0,0
0.9661276,0.9700299,0.750647,0.98710704,0,0
1.4901161e-05,0.38856274,0.018181384,0.38203788,0,0
0.00743562,0.0027090907,5.853176e-05,0.0074344873,0,0
0.9986953,0.6697794,0.031065345,0.3287484,0,0
1.3828278e-05,0.00093847513,0.71264017,0.6043054,0,0
3.0994415e-06,0.74058074,0.008728921,0.74040806,0,0
0.047005713,0.32584465,1.3947487e-05,0.0079577565,0,0
0.00052696466,0.000790298,4.7683716e-07,0.00054997206,0,0
0.99963444,0.99656904,5.1259995e-06,0.0031126738,0,0
4.7683716e-07,0.0005194545,0.020416617,0.008231461,0,0
0.0014151931,0.0616467,0.93656045,0.92651063,0,0
0.0035583973,0.55365926,0.045060396,0.39792264,0,0
5.9604645e-07,1.5258789e-05,5.9604645e-07,1.5377998e-05,0,0
0.1211952,0.5453233,0.97385174,0.5332683,0,0
0.0,3.8146973e-06,0.0,0.001673758,0,0
0.0,0.0,0.00081187487,0.011408627,0,0
0.13253665,0.093803704,0.0,0.0005067587,0,0
0.0006853342,0.50642437,0.0007867813,0.50651497,0,0
0.003483653,0.003489077,0.016040266,0.9663303,0,0
0.0,1.1920929e-07,0.0,1.1920929e-07,0,0
4.7683716e-07,0.0005970001,0.059917033,0.99646735,0,0
4.6014786e-05,0.0020945668,0.0,0.0021405816,0,0
0.47701156,0.36819452,1.7940998e-05,0.035310745,0,0
0.12870461,0.40838403,2.503395e-06,0.00022298098,0,0
0.7251158,0.54853666,6.890297e-05,0.4683677,0,0
2.026558e-06,1.66893e-06,1.1920929e-07,5.00679e-06,0,0
0.000103116035,0.0056933165,0.00039333105,0.001226306,0,0
0.30261862,0.045441866,0.34771973,0.072086275,0,0
0.35335702,0.39148736,1.180172e-05,0.0016781688,0,0
3.6358833e-05,0.5311789,2.861023e-06,0.46827203,0,0
0.15080017,0.19056886,0.9998428,0.99902123,0,0
6.3180923e-06,0.09898418,7.045269e-05,0.09864169,0,0
1.1920929e-07,1.1920929e-07,0.0,0.0,0,0
0.0027232766,0.00016093254,3.5762787e-07,0.0003221035,0,0
1.66893e-06,1.3113022e-06,0.0,0.0,0,0
0.00060784817,0.00058990717,0.00047671795,0.0033745766,0,0
0.07056272,0.9877752,0.89721996,0.98619246,0,0
0.0009032488,0.00013530254,1.1920929e-07,1.168251e-05,0,0
2.3841858e-07,3.5762787e-07,5.733967e-05,0.00212121,0,0
0.99902743,0.51238173,0.0046884418,0.18608344,0,0
1.1920929e-06,0.00039106607,3.695488e-06,0.00037747622,0,0
0.0,3.8146973e-06,0.0,2.4318695e-05,0,0
0.94020015,0.009450436,0.0025645494,0.8297415,0,0
6.92606e-05,6.9499016e-05,0.0009434819,5.888939e-05,0,0
0.9025473,0.39787573,0.94561005,0.4779237,0,0
0.0010565519,0.5917042,0.90445995,0.53028166,0,0
7.1525574e-07,0.07439262,9.417534e-06,0.073329926,0,0
0.011750102,0.014000654,0.0,9.894371e-06,0,0
0.002916038,0.002871573,0.0,0.0,0,0
0.00016605854,0.030738354,1.1920929e-07,0.02996856,0,0
0.0009364486,0.0063167214,0.0003989339,0.006700814,0,0
0.9988859,0.4672852,2.2649765e-05,0.5837054,0,0
0.0014361739,0.0001732707,0.032904387,0.02894181,0,0
4.2915344e-06,3.71933e-05,1.21593475e-05,8.511543e-05,0,0
0.000402987,0.00039738417,0.98671156,0.32492346,0,0
1.1920929e-07,1.1920929e-07,0.0,0.0,0,0
0.0,0.0,0.0,0.0,0,0
0.00410074,0.9063111,0.779536,0.90407985,0,0
0.0012190342,0.83694166,0.001534164,0.15451843,0,0
